nom_entrepot,date,temperature,humidite
Zone Tanger Med,2025-05-24 06:00:00,4.31,81.18
Zone Tanger Med,2025-05-24 07:00:00,4.22,81.52
Zone Tanger Med,2025-05-24 08:00:00,3.8,81.73
Zone Tanger Med,2025-05-24 09:00:00,4.51,83.57
Zone Tanger Med,2025-05-24 10:00:00,4.26,79.72
Zone Tanger Med,2025-05-24 11:00:00,4.26,80.73
Zone Tanger Med,2025-05-24 12:00:00,4.33,82.89
Zone Tanger Med,2025-05-24 13:00:00,4.38,79.31
Zone Tanger Med,2025-05-24 14:00:00,3.59,82.28
Zone Tanger Med,2025-05-24 15:00:00,4.63,80.64
Zone Tanger Med,2025-05-24 16:00:00,3.95,83.26
Zone Tanger Med,2025-05-24 17:00:00,4.24,85.43
Zone Tanger Med,2025-05-24 18:00:00,4.81,80.64
Zone Tanger Med,2025-05-24 19:00:00,5.01,83.89
Zone Tanger Med,2025-05-24 20:00:00,3.62,82.5
Zone Tanger Med,2025-05-24 21:00:00,4.31,81.04
Zone Tanger Med,2025-05-24 22:00:00,4.41,82.02
Zone Tanger Med,2025-05-24 23:00:00,3.7,85.24
Zone Tanger Med,2025-05-25 00:00:00,4.62,81.57
Zone Tanger Med,2025-05-25 01:00:00,4.35,85.27
Zone Tanger Med,2025-05-25 02:00:00,4.38,81.7
Zone Tanger Med,2025-05-25 03:00:00,3.94,78.47
Zone Tanger Med,2025-05-25 04:00:00,4.47,81.63
Zone Tanger Med,2025-05-25 05:00:00,4.64,78.27
Zone Tanger Med,2025-05-25 06:00:00,4.36,81.21
Zone Tanger Med,2025-05-25 07:00:00,4.1,81.11
Zone Tanger Med,2025-05-25 08:00:00,4.13,86.54
Zone Tanger Med,2025-05-25 09:00:00,4.4,86.02
Zone Tanger Med,2025-05-25 10:00:00,4.33,82.21
Zone Tanger Med,2025-05-25 11:00:00,4.67,85.03
Zone Tanger Med,2025-05-25 12:00:00,4.12,81.01
Zone Tanger Med,2025-05-25 13:00:00,3.82,78.43
Zone Tanger Med,2025-05-25 14:00:00,4.46,83.32
Zone Tanger Med,2025-05-25 15:00:00,4.12,82.9
Zone Tanger Med,2025-05-25 16:00:00,4.63,79.66
Zone Tanger Med,2025-05-25 17:00:00,4.32,79.77
Zone Tanger Med,2025-05-25 18:00:00,4.58,84.35
Zone Tanger Med,2025-05-25 19:00:00,3.91,77.79
Zone Tanger Med,2025-05-25 20:00:00,4.38,83.4
Zone Tanger Med,2025-05-25 21:00:00,4.04,81.21
Zone Tanger Med,2025-05-25 22:00:00,3.83,83.4
Zone Tanger Med,2025-05-25 23:00:00,3.98,84.47
Zone Tanger Med,2025-05-26 00:00:00,4.1,79.81
Zone Tanger Med,2025-05-26 01:00:00,4.82,79.15
Zone Tanger Med,2025-05-26 02:00:00,4.09,85.67
Zone Tanger Med,2025-05-26 03:00:00,3.82,81.86
Zone Tanger Med,2025-05-26 04:00:00,4.38,82.82
Zone Tanger Med,2025-05-26 05:00:00,4.34,84.28
Zone Tanger Med,2025-05-26 06:00:00,4.13,79.6
Zone Tanger Med,2025-05-26 07:00:00,4.26,84.25
Zone Tanger Med,2025-05-26 08:00:00,4.72,83.6
Zone Tanger Med,2025-05-26 09:00:00,4.6,85.68
Zone Tanger Med,2025-05-26 10:00:00,4.56,85.63
Zone Tanger Med,2025-05-26 11:00:00,3.86,82.16
Zone Tanger Med,2025-05-26 12:00:00,5.49,83.88
Zone Tanger Med,2025-05-26 13:00:00,4.75,82.11
Zone Tanger Med,2025-05-26 14:00:00,4.54,82.36
Zone Tanger Med,2025-05-26 15:00:00,3.87,79.18
Zone Tanger Med,2025-05-26 16:00:00,4.71,81.44
Zone Tanger Med,2025-05-26 17:00:00,4.14,77.51
Zone Tanger Med,2025-05-26 18:00:00,4.26,81.66
Zone Tanger Med,2025-05-26 19:00:00,3.67,85.3
Zone Tanger Med,2025-05-26 20:00:00,3.84,83.94
Zone Tanger Med,2025-05-26 21:00:00,4.52,82.28
Zone Tanger Med,2025-05-26 22:00:00,4.74,81.49
Zone Tanger Med,2025-05-26 23:00:00,4.62,80.65
Zone Tanger Med,2025-05-27 00:00:00,4.6,79.7
Zone Tanger Med,2025-05-27 01:00:00,4.32,84.05
Zone Tanger Med,2025-05-27 02:00:00,4.18,78.16
Zone Tanger Med,2025-05-27 03:00:00,4.46,78.1
Zone Tanger Med,2025-05-27 04:00:00,4.68,84.26
Zone Tanger Med,2025-05-27 05:00:00,4.35,82.52
Zone Tanger Med,2025-05-27 06:00:00,4.83,82.11
Zone Tanger Med,2025-05-27 07:00:00,4.26,82.52
Zone Tanger Med,2025-05-27 08:00:00,3.96,87.03
Zone Tanger Med,2025-05-27 09:00:00,4.35,82.14
Zone Tanger Med,2025-05-27 10:00:00,4.39,82.73
Zone Tanger Med,2025-05-27 11:00:00,4.32,87.15
Zone Tanger Med,2025-05-27 12:00:00,4.87,81.84
Zone Tanger Med,2025-05-27 13:00:00,4.68,86.32
Zone Tanger Med,2025-05-27 14:00:00,3.78,76.73
Zone Tanger Med,2025-05-27 15:00:00,4.97,79.1
Zone Tanger Med,2025-05-27 16:00:00,3.26,80.33
Zone Tanger Med,2025-05-27 17:00:00,5.22,83.46
Zone Tanger Med,2025-05-27 18:00:00,4.24,86.43
Zone Tanger Med,2025-05-27 19:00:00,4.28,80.52
Zone Tanger Med,2025-05-27 20:00:00,4.34,84.45
Zone Tanger Med,2025-05-27 21:00:00,4.52,87.59
Zone Tanger Med,2025-05-27 22:00:00,4.36,85.91
Zone Tanger Med,2025-05-27 23:00:00,4.31,80.99
Zone Tanger Med,2025-05-28 00:00:00,4.89,84.17
Zone Tanger Med,2025-05-28 01:00:00,4.59,82.85
Zone Tanger Med,2025-05-28 02:00:00,3.98,80.35
Zone Tanger Med,2025-05-28 03:00:00,4.66,83.07
Zone Tanger Med,2025-05-28 04:00:00,4.58,80.82
Zone Tanger Med,2025-05-28 05:00:00,4.15,82.31
Zone Tanger Med,2025-05-28 06:00:00,4.69,78.55
Zone Tanger Med,2025-05-28 07:00:00,4.31,77.59
Zone Tanger Med,2025-05-28 08:00:00,4.28,81.28
Zone Tanger Med,2025-05-28 09:00:00,4.27,82.8
Zone Tanger Med,2025-05-28 10:00:00,3.4,79.18
Zone Tanger Med,2025-05-28 11:00:00,4.16,83.32
Zone Tanger Med,2025-05-28 12:00:00,4.66,82.11
Zone Tanger Med,2025-05-28 13:00:00,4.37,83.63
Zone Tanger Med,2025-05-28 14:00:00,3.86,84.36
Zone Tanger Med,2025-05-28 15:00:00,4.76,85.36
Zone Tanger Med,2025-05-28 16:00:00,4.26,83.51
Zone Tanger Med,2025-05-28 17:00:00,3.89,81.26
Zone Tanger Med,2025-05-28 18:00:00,5.26,82.47
Zone Tanger Med,2025-05-28 19:00:00,3.96,87.82
Zone Tanger Med,2025-05-28 20:00:00,4.73,84.46
Zone Tanger Med,2025-05-28 21:00:00,4.07,82.18
Zone Tanger Med,2025-05-28 22:00:00,4.44,81.62
Zone Tanger Med,2025-05-28 23:00:00,4.02,80.5
Zone Tanger Med,2025-05-29 00:00:00,3.89,79.03
Zone Tanger Med,2025-05-29 01:00:00,4.59,86.27
Zone Tanger Med,2025-05-29 02:00:00,4.55,83.2
Zone Tanger Med,2025-05-29 03:00:00,4.85,78.83
Zone Tanger Med,2025-05-29 04:00:00,4.37,81.69
Zone Tanger Med,2025-05-29 05:00:00,5.28,85.18
Zone Tanger Med,2025-05-29 06:00:00,4.5,80.88
Zone Tanger Med,2025-05-29 07:00:00,4.62,79.96
Zone Tanger Med,2025-05-29 08:00:00,3.85,82.89
Zone Tanger Med,2025-05-29 09:00:00,4.15,83.65
Zone Tanger Med,2025-05-29 10:00:00,4.6,80.89
Zone Tanger Med,2025-05-29 11:00:00,4.36,80.5
Zone Tanger Med,2025-05-29 12:00:00,4.47,83.15
Zone Tanger Med,2025-05-29 13:00:00,4.07,79.19
Zone Tanger Med,2025-05-29 14:00:00,4.45,80.65
Zone Tanger Med,2025-05-29 15:00:00,4.45,81.7
Zone Tanger Med,2025-05-29 16:00:00,3.93,83.85
Zone Tanger Med,2025-05-29 17:00:00,4.66,80.93
Zone Tanger Med,2025-05-29 18:00:00,3.72,83.41
Zone Tanger Med,2025-05-29 19:00:00,4.48,84.92
Zone Tanger Med,2025-05-29 20:00:00,5.11,80.73
Zone Tanger Med,2025-05-29 21:00:00,4.68,90.06
Zone Tanger Med,2025-05-29 22:00:00,4.67,85.55
Zone Tanger Med,2025-05-29 23:00:00,4.05,82.68
Zone Tanger Med,2025-05-30 00:00:00,5.11,81.55
Zone Tanger Med,2025-05-30 01:00:00,4.96,80.61
Zone Tanger Med,2025-05-30 02:00:00,4.07,86.15
Zone Tanger Med,2025-05-30 03:00:00,4.22,82.53
Zone Tanger Med,2025-05-30 04:00:00,4.91,78.4
Zone Tanger Med,2025-05-30 05:00:00,5.13,77.72
Zone Tanger Med,2025-05-30 06:00:00,3.91,82.28
Zone Tanger Med,2025-05-30 07:00:00,4.01,82.34
Zone Tanger Med,2025-05-30 08:00:00,4.36,79.71
Zone Tanger Med,2025-05-30 09:00:00,3.55,78.21
Zone Tanger Med,2025-05-30 10:00:00,4.42,77.09
Zone Tanger Med,2025-05-30 11:00:00,4.89,80.1
Zone Tanger Med,2025-05-30 12:00:00,3.84,81.09
Zone Tanger Med,2025-05-30 13:00:00,4.47,83.73
Zone Tanger Med,2025-05-30 14:00:00,4.19,81.67
Zone Tanger Med,2025-05-30 15:00:00,5.07,84.66
Zone Tanger Med,2025-05-30 16:00:00,4.19,83.51
Zone Tanger Med,2025-05-30 17:00:00,5.03,83.28
Zone Tanger Med,2025-05-30 18:00:00,4.18,84.45
Zone Tanger Med,2025-05-30 19:00:00,4.73,78.53
Zone Tanger Med,2025-05-30 20:00:00,4.52,80.66
Zone Tanger Med,2025-05-30 21:00:00,4.37,88.0
Zone Tanger Med,2025-05-30 22:00:00,4.11,77.23
Zone Tanger Med,2025-05-30 23:00:00,4.55,81.26
Zone Tanger Med,2025-05-31 00:00:00,4.25,83.19
Zone Tanger Med,2025-05-31 01:00:00,4.15,77.31
Zone Tanger Med,2025-05-31 02:00:00,5.02,80.12
Zone Tanger Med,2025-05-31 03:00:00,4.65,86.99
Zone Tanger Med,2025-05-31 04:00:00,4.69,82.43
Zone Tanger Med,2025-05-31 05:00:00,4.27,80.56
Zone Tanger Med,2025-05-31 06:00:00,4.36,82.53
Zone Tanger Med,2025-05-31 07:00:00,4.33,80.56
Zone Tanger Med,2025-05-31 08:00:00,4.57,86.28
Zone Tanger Med,2025-05-31 09:00:00,4.69,79.52
Zone Tanger Med,2025-05-31 10:00:00,4.42,80.69
Zone Tanger Med,2025-05-31 11:00:00,4.12,78.27
Zone Tanger Med,2025-05-31 12:00:00,4.74,81.26
Zone Tanger Med,2025-05-31 13:00:00,4.45,81.56
Zone Tanger Med,2025-05-31 14:00:00,3.86,84.99
Zone Tanger Med,2025-05-31 15:00:00,3.58,79.46
Zone Tanger Med,2025-05-31 16:00:00,4.56,83.21
Zone Tanger Med,2025-05-31 17:00:00,4.11,82.22
Zone Tanger Med,2025-05-31 18:00:00,4.61,77.27
Zone Tanger Med,2025-05-31 19:00:00,4.13,80.19
Zone Tanger Med,2025-05-31 20:00:00,4.5,80.09
Zone Tanger Med,2025-05-31 21:00:00,4.29,86.21
Zone Tanger Med,2025-05-31 22:00:00,5.15,83.36
Zone Tanger Med,2025-05-31 23:00:00,4.83,82.36
Zone Tanger Med,2025-06-01 00:00:00,4.99,71.26
Zone Tanger Med,2025-06-01 01:00:00,4.46,77.23
Zone Tanger Med,2025-06-01 02:00:00,4.78,83.82
Zone Tanger Med,2025-06-01 03:00:00,4.49,83.96
Zone Tanger Med,2025-06-01 04:00:00,5.04,80.14
Zone Tanger Med,2025-06-01 05:00:00,4.42,82.07
Zone Tanger Med,2025-06-01 06:00:00,3.89,81.89
Zone Tanger Med,2025-06-01 07:00:00,3.65,82.42
Zone Tanger Med,2025-06-01 08:00:00,5.12,81.07
Zone Tanger Med,2025-06-01 09:00:00,4.65,84.04
Zone Tanger Med,2025-06-01 10:00:00,4.67,84.77
Zone Tanger Med,2025-06-01 11:00:00,5.05,79.6
Zone Tanger Med,2025-06-01 12:00:00,3.8,79.01
Zone Tanger Med,2025-06-01 13:00:00,4.31,80.01
Zone Tanger Med,2025-06-01 14:00:00,4.36,82.12
Zone Tanger Med,2025-06-01 15:00:00,4.76,82.89
Zone Tanger Med,2025-06-01 16:00:00,4.18,83.97
Zone Tanger Med,2025-06-01 17:00:00,3.98,84.43
Zone Tanger Med,2025-06-01 18:00:00,3.98,82.91
Zone Tanger Med,2025-06-01 19:00:00,4.92,82.57
Zone Tanger Med,2025-06-01 20:00:00,4.17,86.12
Zone Tanger Med,2025-06-01 21:00:00,4.24,82.01
Zone Tanger Med,2025-06-01 22:00:00,4.72,83.48
Zone Tanger Med,2025-06-01 23:00:00,4.19,82.8
Zone Tanger Med,2025-06-02 00:00:00,3.78,81.57
Zone Tanger Med,2025-06-02 01:00:00,3.83,81.58
Zone Tanger Med,2025-06-02 02:00:00,4.45,85.3
Zone Tanger Med,2025-06-02 03:00:00,4.67,81.77
Zone Tanger Med,2025-06-02 04:00:00,4.39,81.12
Zone Tanger Med,2025-06-02 05:00:00,4.64,80.16
Zone Tanger Med,2025-06-02 06:00:00,3.83,83.06
Zone Tanger Med,2025-06-02 07:00:00,3.85,80.72
Zone Tanger Med,2025-06-02 08:00:00,5.37,82.83
Zone Tanger Med,2025-06-02 09:00:00,4.97,82.44
Zone Tanger Med,2025-06-02 10:00:00,4.78,80.93
Zone Tanger Med,2025-06-02 11:00:00,4.21,78.51
Zone Tanger Med,2025-06-02 12:00:00,4.38,79.43
Zone Tanger Med,2025-06-02 13:00:00,4.48,79.82
Zone Tanger Med,2025-06-02 14:00:00,5.0,79.49
Zone Tanger Med,2025-06-02 15:00:00,4.64,83.14
Zone Tanger Med,2025-06-02 16:00:00,4.69,87.32
Zone Tanger Med,2025-06-02 17:00:00,4.41,80.72
Zone Tanger Med,2025-06-02 18:00:00,4.8,81.04
Zone Tanger Med,2025-06-02 19:00:00,4.6,80.54
Zone Tanger Med,2025-06-02 20:00:00,4.5,84.14
Zone Tanger Med,2025-06-02 21:00:00,4.19,83.07
Zone Tanger Med,2025-06-02 22:00:00,4.44,81.96
Zone Tanger Med,2025-06-02 23:00:00,4.05,78.97
Zone Tanger Med,2025-06-03 00:00:00,4.47,79.58
Zone Tanger Med,2025-06-03 01:00:00,4.52,82.44
Zone Tanger Med,2025-06-03 02:00:00,3.53,82.56
Zone Tanger Med,2025-06-03 03:00:00,4.4,81.96
Zone Tanger Med,2025-06-03 04:00:00,4.02,83.66
Zone Tanger Med,2025-06-03 05:00:00,4.69,78.94
Zone Tanger Med,2025-06-03 06:00:00,4.75,82.76
Zone Tanger Med,2025-06-03 07:00:00,4.32,82.62
Zone Tanger Med,2025-06-03 08:00:00,4.71,79.61
Zone Tanger Med,2025-06-03 09:00:00,4.73,80.49
Zone Tanger Med,2025-06-03 10:00:00,4.4,83.73
Zone Tanger Med,2025-06-03 11:00:00,5.11,79.15
Zone Tanger Med,2025-06-03 12:00:00,4.21,88.16
Zone Tanger Med,2025-06-03 13:00:00,5.08,83.39
Zone Tanger Med,2025-06-03 14:00:00,4.41,81.86
Zone Tanger Med,2025-06-03 15:00:00,4.16,81.37
Zone Tanger Med,2025-06-03 16:00:00,4.36,83.97
Zone Tanger Med,2025-06-03 17:00:00,4.06,80.97
Zone Tanger Med,2025-06-03 18:00:00,4.81,81.07
Zone Tanger Med,2025-06-03 19:00:00,3.86,85.63
Zone Tanger Med,2025-06-03 20:00:00,5.06,80.82
Zone Tanger Med,2025-06-03 21:00:00,4.13,82.34
Zone Tanger Med,2025-06-03 22:00:00,4.84,80.1
Zone Tanger Med,2025-06-03 23:00:00,4.51,82.65
Zone Tanger Med,2025-06-04 00:00:00,4.61,83.45
Zone Tanger Med,2025-06-04 01:00:00,4.27,86.21
Zone Tanger Med,2025-06-04 02:00:00,4.65,79.66
Zone Tanger Med,2025-06-04 03:00:00,4.56,78.38
Zone Tanger Med,2025-06-04 04:00:00,3.93,81.33
Zone Tanger Med,2025-06-04 05:00:00,4.12,80.46
Zone Tanger Med,2025-06-04 06:00:00,4.29,81.96
Zone Tanger Med,2025-06-04 07:00:00,4.21,83.3
Zone Tanger Med,2025-06-04 08:00:00,5.01,87.66
Zone Tanger Med,2025-06-04 09:00:00,4.52,80.87
Zone Tanger Med,2025-06-04 10:00:00,4.2,76.47
Zone Tanger Med,2025-06-04 11:00:00,4.32,81.41
Zone Tanger Med,2025-06-04 12:00:00,4.31,82.88
Zone Tanger Med,2025-06-04 13:00:00,4.4,79.58
Zone Tanger Med,2025-06-04 14:00:00,4.09,82.58
Zone Tanger Med,2025-06-04 15:00:00,4.19,82.34
Zone Tanger Med,2025-06-04 16:00:00,4.82,82.65
Zone Tanger Med,2025-06-04 17:00:00,4.59,83.98
Zone Tanger Med,2025-06-04 18:00:00,4.46,81.79
Zone Tanger Med,2025-06-04 19:00:00,4.52,83.37
Zone Tanger Med,2025-06-04 20:00:00,4.5,77.5
Zone Tanger Med,2025-06-04 21:00:00,4.44,79.59
Zone Tanger Med,2025-06-04 22:00:00,4.73,81.15
Zone Tanger Med,2025-06-04 23:00:00,4.7,79.49
Zone Tanger Med,2025-06-05 00:00:00,3.9,82.02
Zone Tanger Med,2025-06-05 01:00:00,4.47,81.14
Zone Tanger Med,2025-06-05 02:00:00,3.92,80.86
Zone Tanger Med,2025-06-05 03:00:00,4.78,84.21
Zone Tanger Med,2025-06-05 04:00:00,4.83,82.21
Zone Tanger Med,2025-06-05 05:00:00,4.28,79.29
Zone Tanger Med,2025-06-05 06:00:00,4.48,80.49
Zone Tanger Med,2025-06-05 07:00:00,3.69,83.88
Zone Tanger Med,2025-06-05 08:00:00,4.92,82.5
Zone Tanger Med,2025-06-05 09:00:00,4.82,84.99
Zone Tanger Med,2025-06-05 10:00:00,4.99,84.12
Zone Tanger Med,2025-06-05 11:00:00,5.13,81.03
Zone Tanger Med,2025-06-05 12:00:00,4.04,85.59
Zone Tanger Med,2025-06-05 13:00:00,4.89,85.79
Zone Tanger Med,2025-06-05 14:00:00,5.13,77.54
Zone Tanger Med,2025-06-05 15:00:00,3.94,82.08
Zone Tanger Med,2025-06-05 16:00:00,4.47,80.63
Zone Tanger Med,2025-06-05 17:00:00,4.39,81.35
Zone Tanger Med,2025-06-05 18:00:00,4.88,79.96
Zone Tanger Med,2025-06-05 19:00:00,3.58,79.65
Zone Tanger Med,2025-06-05 20:00:00,5.27,84.25
Zone Tanger Med,2025-06-05 21:00:00,4.5,79.08
Zone Tanger Med,2025-06-05 22:00:00,4.91,82.23
Zone Tanger Med,2025-06-05 23:00:00,4.52,78.63
Zone Tanger Med,2025-06-06 00:00:00,4.74,85.17
Zone Tanger Med,2025-06-06 01:00:00,3.62,82.08
Zone Tanger Med,2025-06-06 02:00:00,4.39,83.86
Zone Tanger Med,2025-06-06 03:00:00,4.88,82.49
Zone Tanger Med,2025-06-06 04:00:00,4.66,81.37
Zone Tanger Med,2025-06-06 05:00:00,3.89,82.17
Zone Tanger Med,2025-06-06 06:00:00,4.57,85.77
Zone Tanger Med,2025-06-06 07:00:00,4.22,79.76
Zone Tanger Med,2025-06-06 08:00:00,4.19,75.63
Zone Tanger Med,2025-06-06 09:00:00,3.94,80.03
Zone Tanger Med,2025-06-06 10:00:00,4.8,78.98
Zone Tanger Med,2025-06-06 11:00:00,5.0,84.42
Zone Tanger Med,2025-06-06 12:00:00,5.4,81.56
Zone Tanger Med,2025-06-06 13:00:00,3.96,84.07
Zone Tanger Med,2025-06-06 14:00:00,4.86,82.08
Zone Tanger Med,2025-06-06 15:00:00,4.89,82.02
Zone Tanger Med,2025-06-06 16:00:00,4.32,82.41
Zone Tanger Med,2025-06-06 17:00:00,4.19,85.7
Zone Tanger Med,2025-06-06 18:00:00,4.12,82.47
Zone Tanger Med,2025-06-06 19:00:00,4.35,84.77
Zone Tanger Med,2025-06-06 20:00:00,4.64,84.61
Zone Tanger Med,2025-06-06 21:00:00,5.1,81.59
Zone Tanger Med,2025-06-06 22:00:00,5.0,81.82
Zone Tanger Med,2025-06-06 23:00:00,3.91,81.06
Zone Tanger Med,2025-06-07 00:00:00,4.25,85.21
Zone Tanger Med,2025-06-07 01:00:00,5.08,79.65
Zone Tanger Med,2025-06-07 02:00:00,4.27,80.19
Zone Tanger Med,2025-06-07 03:00:00,4.54,81.31
Zone Tanger Med,2025-06-07 04:00:00,3.88,79.13
Zone Tanger Med,2025-06-07 05:00:00,5.03,80.52
Zone Tanger Med,2025-06-07 06:00:00,3.8,84.84
Zone Tanger Med,2025-06-07 07:00:00,3.91,83.63
Zone Tanger Med,2025-06-07 08:00:00,4.99,80.95
Zone Tanger Med,2025-06-07 09:00:00,5.34,84.01
Zone Tanger Med,2025-06-07 10:00:00,4.45,87.2
Zone Tanger Med,2025-06-07 11:00:00,4.55,82.78
Zone Tanger Med,2025-06-07 12:00:00,4.93,85.55
Zone Tanger Med,2025-06-07 13:00:00,4.69,84.13
Zone Tanger Med,2025-06-07 14:00:00,4.42,81.26
Zone Tanger Med,2025-06-07 15:00:00,4.38,82.49
Zone Tanger Med,2025-06-07 16:00:00,3.95,83.32
Zone Tanger Med,2025-06-07 17:00:00,4.67,80.14
Zone Tanger Med,2025-06-07 18:00:00,4.54,75.48
Zone Tanger Med,2025-06-07 19:00:00,4.4,79.91
Zone Tanger Med,2025-06-07 20:00:00,4.18,76.6
Zone Tanger Med,2025-06-07 21:00:00,4.22,80.12
Zone Tanger Med,2025-06-07 22:00:00,4.83,77.73
Zone Tanger Med,2025-06-07 23:00:00,4.93,84.2
Zone Tanger Med,2025-06-08 00:00:00,4.45,79.04
Zone Tanger Med,2025-06-08 01:00:00,4.41,83.36
Zone Tanger Med,2025-06-08 02:00:00,4.24,83.92
Zone Tanger Med,2025-06-08 03:00:00,4.96,83.75
Zone Tanger Med,2025-06-08 04:00:00,4.59,77.33
Zone Tanger Med,2025-06-08 05:00:00,4.73,84.81
Zone Tanger Med,2025-06-08 06:00:00,4.73,83.05
Zone Tanger Med,2025-06-08 07:00:00,4.46,84.01
Zone Tanger Med,2025-06-08 08:00:00,4.12,86.57
Zone Tanger Med,2025-06-08 09:00:00,4.19,83.99
Zone Tanger Med,2025-06-08 10:00:00,5.04,79.04
Zone Tanger Med,2025-06-08 11:00:00,4.3,83.63
Zone Tanger Med,2025-06-08 12:00:00,4.42,78.24
Zone Tanger Med,2025-06-08 13:00:00,4.14,81.84
Zone Tanger Med,2025-06-08 14:00:00,4.1,80.74
Zone Tanger Med,2025-06-08 15:00:00,4.28,82.03
Zone Tanger Med,2025-06-08 16:00:00,5.27,78.23
Zone Tanger Med,2025-06-08 17:00:00,4.86,78.51
Zone Tanger Med,2025-06-08 18:00:00,4.38,80.88
Zone Tanger Med,2025-06-08 19:00:00,5.03,81.44
Zone Tanger Med,2025-06-08 20:00:00,4.53,80.94
Zone Tanger Med,2025-06-08 21:00:00,5.14,85.63
Zone Tanger Med,2025-06-08 22:00:00,5.48,83.06
Zone Tanger Med,2025-06-08 23:00:00,5.01,82.99
Zone Tanger Med,2025-06-09 00:00:00,4.63,81.04
Zone Tanger Med,2025-06-09 01:00:00,4.88,78.52
Zone Tanger Med,2025-06-09 02:00:00,4.6,81.99
Zone Tanger Med,2025-06-09 03:00:00,3.86,86.52
Zone Tanger Med,2025-06-09 04:00:00,4.34,82.56
Zone Tanger Med,2025-06-09 05:00:00,4.22,84.78
Zone Tanger Med,2025-06-09 06:00:00,4.33,85.1
Zone Tanger Med,2025-06-09 07:00:00,5.32,83.4
Zone Tanger Med,2025-06-09 08:00:00,5.05,82.55
Zone Tanger Med,2025-06-09 09:00:00,4.78,79.53
Zone Tanger Med,2025-06-09 10:00:00,4.93,81.48
Zone Tanger Med,2025-06-09 11:00:00,3.85,81.1
Zone Tanger Med,2025-06-09 12:00:00,4.9,82.82
Zone Tanger Med,2025-06-09 13:00:00,4.98,78.46
Zone Tanger Med,2025-06-09 14:00:00,3.71,80.66
Zone Tanger Med,2025-06-09 15:00:00,4.91,83.01
Zone Tanger Med,2025-06-09 16:00:00,4.04,80.24
Zone Tanger Med,2025-06-09 17:00:00,3.82,79.71
Zone Tanger Med,2025-06-09 18:00:00,5.14,80.02
Zone Tanger Med,2025-06-09 19:00:00,4.21,81.32
Zone Tanger Med,2025-06-09 20:00:00,4.33,76.05
Zone Tanger Med,2025-06-09 21:00:00,5.01,80.13
Zone Tanger Med,2025-06-09 22:00:00,4.49,84.38
Zone Tanger Med,2025-06-09 23:00:00,4.54,82.81
Zone Tanger Med,2025-06-10 00:00:00,4.53,83.05
Zone Tanger Med,2025-06-10 01:00:00,4.75,77.43
Zone Tanger Med,2025-06-10 02:00:00,4.53,80.96
Zone Tanger Med,2025-06-10 03:00:00,4.66,81.71
Zone Tanger Med,2025-06-10 04:00:00,4.42,83.16
Zone Tanger Med,2025-06-10 05:00:00,4.76,84.78
Zone Tanger Med,2025-06-10 06:00:00,4.74,84.39
Zone Tanger Med,2025-06-10 07:00:00,5.38,80.54
Zone Tanger Med,2025-06-10 08:00:00,4.47,80.59
Zone Tanger Med,2025-06-10 09:00:00,4.55,85.53
Zone Tanger Med,2025-06-10 10:00:00,4.72,81.1
Zone Tanger Med,2025-06-10 11:00:00,5.01,79.29
Zone Tanger Med,2025-06-10 12:00:00,4.19,81.48
Zone Tanger Med,2025-06-10 13:00:00,4.67,85.37
Zone Tanger Med,2025-06-10 14:00:00,3.62,79.74
Zone Tanger Med,2025-06-10 15:00:00,4.52,80.93
Zone Tanger Med,2025-06-10 16:00:00,5.06,79.84
Zone Tanger Med,2025-06-10 17:00:00,4.34,84.39
Zone Tanger Med,2025-06-10 18:00:00,4.7,82.72
Zone Tanger Med,2025-06-10 19:00:00,4.42,84.31
Zone Tanger Med,2025-06-10 20:00:00,4.29,85.91
Zone Tanger Med,2025-06-10 21:00:00,5.02,78.22
Zone Tanger Med,2025-06-10 22:00:00,4.21,80.1
Zone Tanger Med,2025-06-10 23:00:00,4.75,80.92
Zone Tanger Med,2025-06-11 00:00:00,4.75,82.17
Zone Tanger Med,2025-06-11 01:00:00,4.29,83.26
Zone Tanger Med,2025-06-11 02:00:00,4.7,80.77
Zone Tanger Med,2025-06-11 03:00:00,4.26,80.27
Zone Tanger Med,2025-06-11 04:00:00,4.84,84.39
Zone Tanger Med,2025-06-11 05:00:00,4.11,83.37
Zone Tanger Med,2025-06-11 06:00:00,4.5,82.79
Zone Tanger Med,2025-06-11 07:00:00,4.54,76.64
Zone Tanger Med,2025-06-11 08:00:00,5.08,85.02
Zone Tanger Med,2025-06-11 09:00:00,4.69,82.46
Zone Tanger Med,2025-06-11 10:00:00,5.02,81.6
Zone Tanger Med,2025-06-11 11:00:00,4.86,79.95
Zone Tanger Med,2025-06-11 12:00:00,4.86,80.42
Zone Tanger Med,2025-06-11 13:00:00,9.51,79.77
Zone Tanger Med,2025-06-11 14:00:00,5.05,77.01
Zone Tanger Med,2025-06-11 15:00:00,4.5,79.96
Zone Tanger Med,2025-06-11 16:00:00,3.95,78.0
Zone Tanger Med,2025-06-11 17:00:00,4.56,81.85
Zone Tanger Med,2025-06-11 18:00:00,4.83,79.12
Zone Tanger Med,2025-06-11 19:00:00,4.0,83.82
Zone Tanger Med,2025-06-11 20:00:00,4.29,77.84
Zone Tanger Med,2025-06-11 21:00:00,4.15,84.99
Zone Tanger Med,2025-06-11 22:00:00,4.96,84.09
Zone Tanger Med,2025-06-11 23:00:00,5.32,79.33
Zone Tanger Med,2025-06-12 00:00:00,4.56,81.76
